ID,Team,Title,Description,Status,Priority,Project,Assignee,Labels,Estimate,Created,Completed,Canceled,Archived
1,CafeOS,Phase 1 — Foundation & Infrastructure,"Docker setup · Complete Supabase schema ALL tables for all 16 phases · Auth (all 3 roles) + app-level RBAC · React app + shadcn/ui + Tailwind · Employee Onboarding 6 sections + User Management · KR Staff Shift Dashboard 6 cards · Offline queue + sync · Playwright E2E tests · ESLint + Prettier + Husky · Environment validation · Numbered migrations · STANDARDS.md. STATUS: Complete — tagged phase1-complete in GitHub.",Done,Urgent,Roadmap,Vijay,epic,,,, 
2,CafeOS,Phase 2 — Staff Data Entry Page 2,"Stock levels entry with coffee/tea powder kg+grams dual fields · Full KR cash expense category list including Gas · C2 branch form all differences from KR · C2 cash expenses with Gas category · Supervisor data entry both branches · All data saves to database · Draft persistence in localStorage · Weight-based item configuration in Admin Settings.",Todo,Urgent,Roadmap,Vijay,epic,,,,
3,CafeOS,Phase 3 — Vendor Onboarding & Master,"Vendor Onboarding 5 sections · Rate history with cost_price_per_gram auto-calculated for Coffee and Tea powder · Vendor Master + Item Master · Bulk import Excel · Seed all vendor data from requirements Section 5A · Vendor profile with tabs · Shop Master for supervisor expense shops.",Todo,Urgent,Roadmap,Vijay,epic,,,,
4,CafeOS,Phase 4 — Owner Entry Modules & Expenses,"Owner weekly UPI entry dash vs zero logic · Swiggy/Zomato weekly payout entry · Supervisor cash deposit multi-row table · Supervisor expense module bill-wise · Owner unified expense viewing module · Owner Manual Expense Entry KR HO Bill / EB Bill / Water Bill / Maintenance / Capital / Irregular · Monthly salary entry · Vasanth Float Module.",Todo,Urgent,Roadmap,Vijay,epic,,,,
5,CafeOS,Phase 5 — Vendor Payment Module,"Vendor Payment module Auto-Calculated and Manual Bill Entry sections · Paal Khoa manual per-order entry clubbed to milk cycle · Kalingaraj 1st/11th/21st cycle · Swach Tea prepaid · Mon/Thu for all remaining vendors · Mark Paid tracking · Pending vendor list · Running balance · Post-Paid Customer module.",Todo,Urgent,Roadmap,Vijay,epic,,,,
6,CafeOS,Phase 6 — Month End Closing Stock,"Month End Closing Stock module · 3-page item list all 50 items · Rate pre-fill from previous month · P&L integration · Recurring Task auto-generated on 28th of every month · WhatsApp alert to owner on submission · Owner unlock for correction.",Todo,High,Roadmap,Vijay,epic,,,,
7,CafeOS,Phase 7 — Reports Part 1,"Milk Report per-shift columns both branches · Consumption Report all items per-gram for coffee/tea · Wastage and Complimentary Report 3 columns · Expense Report row/column totals monthly grand total previous month comparison.",Todo,High,Roadmap,Vijay,epic,,,,
8,CafeOS,Phase 8 — P&L & Daily Sales Summary,"Monthly P&L fully automated all sections · Coffee/Tea per-gram daily calculation · Milk = Bought x rate · All expense lines auto-populated · Shift-wise sales columns · Daily Sales Summary all columns with dash for pending UPI.",Todo,High,Roadmap,Vijay,epic,,,,
9,CafeOS,Phase 9 — Sales Reconciliation & Cash Reports,"Sales Reconciliation engine all 10 methods · Shift-Wise Cash Reconciliation + UPI/Cash trend · Cash Discrepancy Report with cumulative per staff · Double alert system · Stock Consumption Trend Report.",Todo,High,Roadmap,Vijay,epic,,,,
10,CafeOS,Phase 10 — Alert Manager & Task Management,"Alert Manager all 22 triggers · Whatomate + Fast2SMS dual channel · Meta WhatsApp Business API · Full Task Inbox system/manual/recurring · Task creation UI for Owner and Supervisor · Shift closure WhatsApp alert with shift-wise totals.",Todo,High,Roadmap,Vijay,epic,,,,
11,CafeOS,Phase 11 — Admin Settings & Polish,"Admin Settings full CRUD all configurable items · Maintenance section all automated tasks · Stock Consumption Trend · PDF exports all reports · Mobile optimisation · Full end-to-end testing all phases.",Todo,Medium,Roadmap,Vijay,epic,,,,
12,CafeOS,Phase 12 — POS Billing System,"POS PWA at /pos URL · KR 15 inch split layout + C2 6-7 inch bottom sheet · 5 payment modes Cash/UPI/Post-Paid/FREE/DELIVERY · Shift-wise sales totals for owner real-time and final · Shift closure 3 steps · Cash discrepancy system · Double alert · Full offline PWA.",Todo,Urgent,Roadmap,Vijay,epic,,,,
13,CafeOS,Phase 13 — Attendance Module,"Attendance module to replace Pagarbook approximately 2 years from now · Daily check-in/out per staff · Leave requests and approval · Attendance reports · Integration with salary calculation.",Todo,Low,Roadmap,Vijay,epic,,,,
14,CafeOS,Phase 14 — Payroll & Payslips,"Payroll module replaces Pagarbook entirely · Monthly payroll calculation · Payslip generation · WhatsApp payslip delivery · Salary structure configuration · Advance recovery · PF/ESI deductions.",Todo,Low,Roadmap,Vijay,epic,,,,
15,CafeOS,Phase 15 — Metabase BI Reporting,"Add Metabase Docker container · Connect to existing Postgres read-only · Owner onboarding to drag-and-drop reports · Seed sample dashboards · Natural language queries.",Todo,Low,Roadmap,Vijay,epic,,,,
16,CafeOS,Phase 16 — Production Deployment,"Deploy to HP EliteDesk server · Ubuntu Server 22.04 LTS · Docker CE setup · Clone from GitHub and deploy · DuckDNS configuration · SSL via Let's Encrypt · UPS configuration · Staff device setup · Owner training · Go-live checklist.",Todo,Medium,Roadmap,Vijay,epic,,,,
